code,year,population_total
DNK,1972,4989146
DNK,1973,5015766
DNK,1974,5039920
DNK,1975,5061289
DNK,1976,5079962
DNK,1977,5095956
DNK,1978,5108836
DNK,1979,5118065
DNK,1980,5123435
DNK,1981,5124807
DNK,1982,5122810
DNK,1983,5118966
DNK,1984,5115308
DNK,1985,5113408
DNK,1986,5113767
DNK,1987,5116351
DNK,1988,5121511
DNK,1989,5129472
DNK,1990,5140332
DNK,1991,5154309
DNK,1992,5171304
DNK,1993,5190631
DNK,1994,5211321
DNK,1995,5232582
DNK,1996,5254383
DNK,1997,5276683
DNK,1998,5298680
DNK,1999,5319410
DNK,2000,5338283
DNK,2001,5354704
DNK,2002,5369058
DNK,2003,5382953
DNK,2004,5398645
DNK,2005,5417692
DNK,2006,5440696
DNK,2007,5466988
DNK,2008,5495302
DNK,2009,5523755
DNK,2010,5550959
DNK,2011,5576577
DNK,2012,5600972
DNK,2013,5624293
DNK,2014,5646899
DNK,2015,5669081
DNK,2016,5690750
DNK,2017,5711837
DNK,2018,5732713
DNK,2019,5753864
DNK,2020,5775634
DNK,2021,5798145
DNK,2022,5821273
DNK,2023,5844804
DNK,2024,5868405
DNK,2025,5891804
DNK,2026,5914945
DNK,2027,5937826
DNK,2028,5960287
DNK,2029,5982152
DNK,2030,6003284
DNK,2031,6023609
DNK,2032,6043113
DNK,2033,6061804
DNK,2034,6079722
DNK,2035,6096905
DNK,2036,6113362
DNK,2037,6129103
DNK,2038,6144181
DNK,2039,6158664
DNK,2040,6172620
DNK,2041,6186083
DNK,2042,6199105
DNK,2043,6211804
DNK,2044,6224321
DNK,2045,6236767
DNK,2046,6249206
DNK,2047,6261661
DNK,2048,6274146
DNK,2049,6286656
DNK,2050,6299193
DNK,2051,6311778
DNK,2052,6324444
DNK,2053,6337200
DNK,2054,6350057
DNK,2055,6363024
DNK,2056,6376105
DNK,2057,6389301
DNK,2058,6402616
DNK,2059,6416045
DNK,2060,6429585
DNK,2061,6443227
DNK,2062,6456958
DNK,2063,6470764
DNK,2064,6484627
DNK,2065,6498526
DNK,2066,6512441
DNK,2067,6526347
DNK,2068,6540209
DNK,2069,6553991
DNK,2070,6567652
DNK,2071,6581171
DNK,2072,6594516
DNK,2073,6607634
DNK,2074,6620466
DNK,2075,6632964
DNK,2076,6645099
DNK,2077,6656856
DNK,2078,6668219
DNK,2079,6679174
DNK,2080,6689714
DNK,2081,6699837
DNK,2082,6709541
DNK,2083,6718819
DNK,2084,6727661
DNK,2085,6736075
DNK,2086,6744063
DNK,2087,6751655
DNK,2088,6758919
DNK,2089,6765940
DNK,2090,6772787
DNK,2091,6779505
DNK,2092,6786118
DNK,2093,6792634
DNK,2094,6799064
DNK,2095,6805422
DNK,2096,6811738
DNK,2097,6818055
DNK,2098,6824429
DNK,2099,6830931
DNK,2100,6837645
DOM,1800,89000
DOM,1801,89000
DOM,1802,89000
DOM,1803,89000
DOM,1804,89000
DOM,1805,89000
DOM,1806,89000
DOM,1807,89000
DOM,1808,89000
DOM,1809,89000
DOM,1810,89000
DOM,1811,89000
DOM,1812,89000
DOM,1813,89000
DOM,1814,89000
DOM,1815,89000
DOM,1816,89000
DOM,1817,89000
DOM,1818,89000
DOM,1819,89000
DOM,1820,89000
DOM,1821,90481
DOM,1822,91986
DOM,1823,93516
DOM,1824,95072
DOM,1825,96653
DOM,1826,98261
DOM,1827,99896
DOM,1828,101558
DOM,1829,103247
DOM,1830,104965
DOM,1831,106711
DOM,1832,108486
DOM,1833,110291
DOM,1834,112126
DOM,1835,113991
DOM,1836,115888
DOM,1837,117815
DOM,1838,119775
DOM,1839,121768
DOM,1840,123794
DOM,1841,125853
DOM,1842,127947
DOM,1843,130075
DOM,1844,132239
DOM,1845,134439
DOM,1846,136676
DOM,1847,138949
DOM,1848,141261
DOM,1849,143611
DOM,1850,146000
DOM,1851,149736
DOM,1852,153567
DOM,1853,157497
DOM,1854,161527
DOM,1855,165660
DOM,1856,169899
DOM,1857,174247
DOM,1858,178705
DOM,1859,183278
DOM,1860,187968
DOM,1861,192778
DOM,1862,197711
DOM,1863,202770
DOM,1864,207958
DOM,1865,213280
DOM,1866,218737
DOM,1867,224334
DOM,1868,230075
DOM,1869,235962
DOM,1870,242000
DOM,1871,248170
DOM,1872,254496
DOM,1873,260984
DOM,1874,267638
DOM,1875,274461
DOM,1876,281458
DOM,1877,288634
DOM,1878,295992
DOM,1879,303538
DOM,1880,311276
DOM,1881,319212
DOM,1882,327350
DOM,1883,335695
DOM,1884,344253
DOM,1885,353030
DOM,1886,362030
DOM,1887,371259
DOM,1888,380724
DOM,1889,390430
DOM,1890,400384
DOM,1891,410591
DOM,1892,421059
DOM,1893,431793
DOM,1894,442801
DOM,1895,454090
DOM,1896,465666
DOM,1897,477538
DOM,1898,489712
DOM,1899,502197
DOM,1900,515000
DOM,1901,530000
DOM,1902,546000
DOM,1903,562000
DOM,1904,578000
DOM,1905,595000
DOM,1906,613000
DOM,1907,631000
DOM,1908,649000
DOM,1909,668000
DOM,1910,688000
DOM,1911,708000
DOM,1912,729000
DOM,1913,750000
DOM,1914,767000
DOM,1915,785000
DOM,1916,803000
DOM,1917,821000
DOM,1918,840000
DOM,1919,859000
DOM,1920,879000
DOM,1921,912000
DOM,1922,946000
DOM,1923,981000
DOM,1924,1017000
DOM,1925,1054000
DOM,1926,1092000
DOM,1927,1131000
DOM,1928,1172000
DOM,1929,1213000
DOM,1930,1256000
DOM,1931,1300000
DOM,1932,1345000
DOM,1933,1391000
DOM,1934,1438000
DOM,1935,1484000
DOM,1936,1520000
DOM,1937,1558000
DOM,1938,1596000
DOM,1939,1634000
DOM,1940,1674000
DOM,1941,1715000
DOM,1942,1757000
DOM,1943,1800000
DOM,1944,1844000
DOM,1945,1889000
DOM,1946,1935000
DOM,1947,1982000
DOM,1948,2031000
DOM,1949,2080000
DOM,1950,2364650
DOM,1951,2438412
DOM,1952,2517258
DOM,1953,2600801
DOM,1954,2688701
DOM,1955,2780660
DOM,1956,2876431
DOM,1957,2975809
DOM,1958,3078629
DOM,1959,3184754
DOM,1960,3294039
DOM,1961,3406299
DOM,1962,3521276
DOM,1963,3638628
DOM,1964,3757962
DOM,1965,3878952
DOM,1966,4001377
DOM,1967,4125107
DOM,1968,4250026
DOM,1969,4376056
DOM,1970,4503114
DOM,1971,4631114
DOM,1972,4759935
DOM,1973,4889437
DOM,1974,5019471
DOM,1975,5149934
DOM,1976,5280727
DOM,1977,5411867
DOM,1978,5543520
DOM,1979,5675930
DOM,1980,5809271
DOM,1981,5943591
DOM,1982,6078816
DOM,1983,6214857
DOM,1984,6351572
DOM,1985,6488857
DOM,1986,6626544
DOM,1987,6764623
DOM,1988,6903314
DOM,1989,7042940
DOM,1990,7183646
DOM,1991,7325622
DOM,1992,7468551
DOM,1993,7611463
DOM,1994,7753052
DOM,1995,7892420
DOM,1996,8029114
DOM,1997,8163474
DOM,1998,8296375
DOM,1999,8429116
DOM,2000,8562623
DOM,2001,8697127
DOM,2002,8832286
DOM,2003,8967759
DOM,2004,9102997
DOM,2005,9237565
DOM,2006,9371333
DOM,2007,9504336
DOM,2008,9636491
DOM,2009,9767737
DOM,2010,9897983
DOM,2011,10027140
DOM,2012,10155036
DOM,2013,10281408
DOM,2014,10405943
DOM,2015,10528391
DOM,2016,10648613
DOM,2017,10766564
DOM,2018,10882207
DOM,2019,10995550
DOM,2020,11106596
DOM,2021,11215293
DOM,2022,11321594
DOM,2023,11425506
DOM,2024,11527055
DOM,2025,11626263
DOM,2026,11723073
DOM,2027,11817465
DOM,2028,11909544
DOM,2029,11999453
DOM,2030,12087265
DOM,2031,12173012
DOM,2032,12256572
DOM,2033,12337677
DOM,2034,12415966
DOM,2035,12491160
DOM,2036,12563142
DOM,2037,12631927
DOM,2038,12697534
DOM,2039,12760035
DOM,2040,12819476
DOM,2041,12875867
DOM,2042,12929154
DOM,2043,12979244
DOM,2044,13026022
DOM,2045,13069421
DOM,2046,13109418
DOM,2047,13146093
DOM,2048,13179628
DOM,2049,13210264
DOM,2050,13238194
DOM,2051,13263503
DOM,2052,13286200
DOM,2053,13306319
DOM,2054,13323866
DOM,2055,13338861
DOM,2056,13351357
DOM,2057,13361415
DOM,2058,13369065
DOM,2059,13374330
DOM,2060,13377242
DOM,2061,13377827
DOM,2062,13376134
DOM,2063,13372243
DOM,2064,13366246
DOM,2065,13358217
DOM,2066,13348214
DOM,2067,13336252
DOM,2068,13322299
DOM,2069,13306298
DOM,2070,13288221
DOM,2071,13268078
DOM,2072,13245927
DOM,2073,13221847
DOM,2074,13195936
DOM,2075,13168274
DOM,2076,13138917
DOM,2077,13107888
DOM,2078,13075199
DOM,2079,13040853
DOM,2080,13004864
DOM,2081,12967273
DOM,2082,12928140
DOM,2083,12887527
DOM,2084,12845498
DOM,2085,12802120
DOM,2086,12757431
DOM,2087,12711485
DOM,2088,12664381
DOM,2089,12616234
DOM,2090,12567137
DOM,2091,12517140
DOM,2092,12466263
DOM,2093,12414500
DOM,2094,12361838
DOM,2095,12308267
DOM,2096,12253783
DOM,2097,12198391
DOM,2098,12142106
DOM,2099,12084954
DOM,2100,12026969
DZA,1600,2250000
DZA,1601,2244353
DZA,1602,2238719
DZA,1603,2233100
DZA,1604,2227495
DZA,1605,2221904
DZA,1606,2216327
DZA,1607,2210764
DZA,1608,2205215
DZA,1609,2199680
DZA,1610,2194159
DZA,1611,2188652
DZA,1612,2183158
DZA,1613,2177678
DZA,1614,2172212
DZA,1615,2166760
DZA,1616,2161322
DZA,1617,2155897
DZA,1618,2150485
DZA,1619,2145088
DZA,1620,2139704
DZA,1621,2134333
DZA,1622,2128976
DZA,1623,2123632
DZA,1624,2118302
DZA,1625,2112985
DZA,1626,2107681
DZA,1627,2102391
DZA,1628,2097114
DZA,1629,2091850
DZA,1630,2086600
DZA,1631,2081363
DZA,1632,2076138
DZA,1633,2070927
DZA,1634,2065729
DZA,1635,2060544
DZA,1636,2055372
DZA,1637,2050213
DZA,1638,2045067
DZA,1639,2039934
DZA,1640,2034814
DZA,1641,2029707
DZA,1642,2024612
DZA,1643,2019530
DZA,1644,2014461
DZA,1645,2009405
DZA,1646,2004362
DZA,1647,1999331
DZA,1648,1994312
DZA,1649,1989307
DZA,1650,1984313
DZA,1651,1979333
DZA,1652,1974365
DZA,1653,1969409
DZA,1654,1964466
DZA,1655,1959535
DZA,1656,1954617
DZA,1657,1949711
DZA,1658,1944817
DZA,1659,1939935
DZA,1660,1935066
DZA,1661,1930209
DZA,1662,1925364
DZA,1663,1920532
DZA,1664,1915711
DZA,1665,1910903
DZA,1666,1906107
DZA,1667,1901322
DZA,1668,1896550
DZA,1669,1891790
DZA,1670,1887041
DZA,1671,1882305
DZA,1672,1877580
DZA,1673,1872868
DZA,1674,1868167
DZA,1675,1863478
DZA,1676,1858800
DZA,1677,1854135
DZA,1678,1849481
DZA,1679,1844839
DZA,1680,1840208
DZA,1681,1835589
DZA,1682,1830982
DZA,1683,1826386
DZA,1684,1821802
DZA,1685,1817229
DZA,1686,1812668
DZA,1687,1808118
DZA,1688,1803580
DZA,1689,1799053
DZA,1690,1794537
DZA,1691,1790033
DZA,1692,1785540
DZA,1693,1781058
DZA,1694,1776588
DZA,1695,1772129
DZA,1696,1767681
DZA,1697,1763244
DZA,1698,1758818
DZA,1699,1754404
DZA,1700,1750000
DZA,1701,1756276
DZA,1702,1762574
DZA,1703,1768894
DZA,1704,1775238
DZA,1705,1781604
DZA,1706,1787992
DZA,1707,1794404
DZA,1708,1800839
DZA,1709,1807297
DZA,1710,1813778
DZA,1711,1820282
DZA,1712,1826810
DZA,1713,1833361
DZA,1714,1839935
DZA,1715,1846533
DZA,1716,1853155
DZA,1717,1859800
DZA,1718,1866470
DZA,1719,1873163
DZA,1720,1879880
DZA,1721,1886621
DZA,1722,1893387
DZA,1723,1900177
DZA,1724,1906991
DZA,1725,1913829
DZA,1726,1920692
DZA,1727,1927580
DZA,1728,1934492
DZA,1729,1941430
DZA,1730,1948392
DZA,1731,1955379
DZA,1732,1962391
DZA,1733,1969428
DZA,1734,1976490
DZA,1735,1983578
DZA,1736,1990691
DZA,1737,1997830
DZA,1738,2004994
DZA,1739,2012184
DZA,1740,2019400
DZA,1741,2026641
DZA,1742,2033909
DZA,1743,2041203
DZA,1744,2048522
DZA,1745,2055868
DZA,1746,2063241
DZA,1747,2070640
DZA,1748,2078065
DZA,1749,2085517
DZA,1750,2092996
DZA,1751,2100501
DZA,1752,2108034
DZA,1753,2115593
DZA,1754,2123180
DZA,1755,2130794
DZA,1756,2138435
DZA,1757,2146103
DZA,1758,2153799
DZA,1759,2161523
DZA,1760,2169274
DZA,1761,2177053
DZA,1762,2184860
DZA,1763,2192695
DZA,1764,2200558
DZA,1765,2208449
DZA,1766,2216369
DZA,1767,2224317
DZA,1768,2232293
DZA,1769,2240298
DZA,1770,2248332
DZA,1771,2256395
DZA,1772,2264486
DZA,1773,2272607
DZA,1774,2280756
DZA,1775,2288935
DZA,1776,2297143
DZA,1777,2305381
DZA,1778,2313648
DZA,1779,2321945
DZA,1780,2330272
DZA,1781,2338628
DZA,1782,2347014
DZA,1783,2355431
DZA,1784,2363878
DZA,1785,2372354
DZA,1786,2380862
DZA,1787,2389400
DZA,1788,2397968
DZA,1789,2406567
DZA,1790,2415197
DZA,1791,2423858
DZA,1792,2432550
DZA,1793,2441273
DZA,1794,2450028
DZA,1795,2458814
DZA,1796,2467631
DZA,1797,2476480
DZA,1798,2485361
DZA,1799,2494273
DZA,1800,2503218
DZA,1801,2512195
DZA,1802,2521203
DZA,1803,2530245
DZA,1804,2539318
DZA,1805,2548424
DZA,1806,2557563
DZA,1807,2566734
DZA,1808,2575939
DZA,1809,2585176
DZA,1810,2594447
DZA,1811,2603750
DZA,1812,2613087
DZA,1813,2622458
DZA,1814,2631862
DZA,1815,2641300
DZA,1816,2650772
DZA,1817,2660278
DZA,1818,2669818
DZA,1819,2679392
DZA,1820,2689000
DZA,1821,2707320
DZA,1822,2725765
DZA,1823,2744336
DZA,1824,2763033
DZA,1825,2781858
DZA,1826,2800811
DZA,1827,2819893
DZA,1828,2839105
DZA,1829,2858447
DZA,1830,2877922
DZA,1831,2897529
DZA,1832,2917270
DZA,1833,2937146
DZA,1834,2957157
DZA,1835,2977304
DZA,1836,2997588
DZA,1837,3018011
DZA,1838,3038573
DZA,1839,3059275
DZA,1840,3080117
DZA,1841,3101102
DZA,1842,3122230
DZA,1843,3143502
DZA,1844,3164919
DZA,1845,3186481
DZA,1846,3208191
DZA,1847,3230048
DZA,1848,3252055
DZA,1849,3274211
DZA,1850,3296518
DZA,1851,3318978
DZA,1852,3341590
DZA,1853,3364356
DZA,1854,3387278
DZA,1855,3410355
DZA,1856,3433590
DZA,1857,3456983
DZA,1858,3480536
DZA,1859,3504249
DZA,1860,3528123
DZA,1861,3552160
DZA,1862,3576361
DZA,1863,3600727
DZA,1864,3625259
DZA,1865,3649958
DZA,1866,3674825
DZA,1867,3699862
DZA,1868,3725069
DZA,1869,3750448
DZA,1870,3776000
DZA,1871,3809122
DZA,1872,3842534
DZA,1873,3876240
DZA,1874,3910241
DZA,1875,3944540
DZA,1876,3979140
DZA,1877,4014044
DZA,1878,4049254
DZA,1879,4084773
DZA,1880,4120603
DZA,1881,4156747
DZA,1882,4193209
DZA,1883,4229991
DZA,1884,4267095
DZA,1885,4304524
DZA,1886,4342282
DZA,1887,4380371
DZA,1888,4418794
DZA,1889,4457555
DZA,1890,4496655
DZA,1891,4536098
DZA,1892,4575887
DZA,1893,4616025
DZA,1894,4656516
DZA,1895,4697361
DZA,1896,4738565
DZA,1897,4780130
DZA,1898,4822060
DZA,1899,4864357
DZA,1900,4907026
DZA,1901,4950068
DZA,1902,4993489
DZA,1903,5037290
DZA,1904,5081475
DZA,1905,5126049
DZA,1906,5171013
DZA,1907,5216371
DZA,1908,5262127
DZA,1909,5308285
DZA,1910,5354847
DZA,1911,5401818
DZA,1912,5449201
DZA,1913,5497000
DZA,1914,5566549
DZA,1915,5636978
DZA,1916,5708298
DZA,1917,5780520
DZA,1918,5853656
DZA,1919,5927718
DZA,1920,6002716
DZA,1921,6078664
DZA,1922,6155572
DZA,1923,6233453
DZA,1924,6312320
DZA,1925,6392185
DZA,1926,6473060
DZA,1927,6554958
DZA,1928,6637892
DZA,1929,6721876
DZA,1930,6806923
DZA,1931,6893045
DZA,1932,6980257
DZA,1933,7068572
DZA,1934,7158005
DZA,1935,7248569
DZA,1936,7340280
DZA,1937,7433150
DZA,1938,7527196
DZA,1939,7622431
DZA,1940,7718871
DZA,1941,7816532
DZA,1942,7915428
DZA,1943,8015575
DZA,1944,8116990
DZA,1945,8219687
DZA,1946,8323684
DZA,1947,8428997
DZA,1948,8535642
DZA,1949,8643636
DZA,1950,8872247
DZA,1951,9039913
DZA,1952,9216395
DZA,1953,9405445
DZA,1954,9609507
DZA,1955,9829717
DZA,1956,10065829
DZA,1957,10316288
DZA,1958,10578453
DZA,1959,10848971
DZA,1960,11124892
DZA,1961,11404859
DZA,1962,11690152
DZA,1963,11985130
DZA,1964,12295973
DZA,1965,12626953
DZA,1966,12980269
DZA,1967,13354197
DZA,1968,13744383
DZA,1969,14144437
DZA,1970,14550033
DZA,1971,14960111
DZA,1972,15377095
DZA,1973,15804428
DZA,1974,16247113
DZA,1975,16709098
DZA,1976,17190236
DZA,1977,17690184
DZA,1978,18212331
DZA,1979,18760761
DZA,1980,19337723
DZA,1981,19943667
DZA,1982,20575701
DZA,1983,21228288
DZA,1984,21893857
DZA,1985,22565908
DZA,1986,23241276
DZA,1987,23917889
DZA,1988,24591493
DZA,1989,25257671
DZA,1990,25912364
DZA,1991,26554277
DZA,1992,27180921
DZA,1993,27785977
DZA,1994,28362015
DZA,1995,28904300
DZA,1996,29411839
DZA,1997,29887717
DZA,1998,30336880
DZA,1999,30766551
DZA,2000,31183658
DZA,2001,31590320
DZA,2002,31990387
DZA,2003,32394886
DZA,2004,32817225
DZA,2005,33267887
DZA,2006,33749328
DZA,2007,34261971
DZA,2008,34811059
DZA,2009,35401790
DZA,2010,36036159
DZA,2011,36717132
DZA,2012,37439427
DZA,2013,38186135
DZA,2014,38934334
DZA,2015,39666519
DZA,2016,40375954
DZA,2017,41063753
DZA,2018,41729942
DZA,2019,42377306
DZA,2020,43007769
DZA,2021,43619861
DZA,2022,44211129
DZA,2023,44781837
DZA,2024,45332763
DZA,2025,45864784
DZA,2026,46378206
DZA,2027,46873738
DZA,2028,47353316
DZA,2029,47819379
DZA,2030,48274099
DZA,2031,48718532
DZA,2032,49153663
DZA,2033,49581492
DZA,2034,50004228
DZA,2035,50423661
DZA,2036,50840671
DZA,2037,51255745
DZA,2038,51669666
DZA,2039,52083072
DZA,2040,52496277
DZA,2041,52909358
DZA,2042,53321907
DZA,2043,53732998
DZA,2044,54141319
DZA,2045,54545536
DZA,2046,54945037
DZA,2047,55338805
DZA,2048,55724534
DZA,2049,56099437
DZA,2050,56461220
DZA,2051,56808850
DZA,2052,57141749
DZA,2053,57458715
DZA,2054,57758616
DZA,2055,58040660
DZA,2056,58304367
DZA,2057,58549776
DZA,2058,58777397
DZA,2059,58988120
DZA,2060,59182834
DZA,2061,59361892
DZA,2062,59525850
DZA,2063,59676123
DZA,2064,59814446
DZA,2065,59942318
DZA,2066,60060621
DZA,2067,60169994
DZA,2068,60271399
DZA,2069,60365776
DZA,2070,60453973
DZA,2071,60536623
DZA,2072,60614311
DZA,2073,60687711
DZA,2074,60757468
DZA,2075,60824078
DZA,2076,60887954
DZA,2077,60949233
DZA,2078,61007746
DZA,2079,61063120
DZA,2080,61115050
DZA,2081,61163379
DZA,2082,61208117
DZA,2083,61249289
DZA,2084,61286962
DZA,2085,61321055
DZA,2086,61351453
DZA,2087,61377701
DZA,2088,61398949
DZA,2089,61414120
DZA,2090,61422335
DZA,2091,61423055
DZA,2092,61416032
DZA,2093,61401190
DZA,2094,61378486
DZA,2095,61347790
DZA,2096,61308838
DZA,2097,61261207
DZA,2098,61204307
DZA,2099,61137392
DZA,2100,61059556
ECU,1800,500000
ECU,1801,500000
ECU,1802,500000
ECU,1803,500000
ECU,1804,500000
ECU,1805,500000
ECU,1806,500000
ECU,1807,500000
ECU,1808,500000
ECU,1809,500000
ECU,1810,500000
ECU,1811,500000
ECU,1812,500000
ECU,1813,500000
ECU,1814,500000
ECU,1815,500000
ECU,1816,500000
ECU,1817,500000
ECU,1818,500000
ECU,1819,500000
ECU,1820,500000
ECU,1821,508230
ECU,1822,516596
ECU,1823,525100
ECU,1824,533744
ECU,1825,542530
ECU,1826,551460
ECU,1827,560538
ECU,1828,569764
ECU,1829,579143
ECU,1830,588677
ECU,1831,598367
ECU,1832,608216
ECU,1833,618228
ECU,1834,628405
ECU,1835,638749
ECU,1836,649263
ECU,1837,659951
ECU,1838,670814
ECU,1839,681856
ECU,1840,693080
ECU,1841,704489
ECU,1842,716085
ECU,1843,727873
ECU,1844,739854
ECU,1845,752033
ECU,1846,764412
ECU,1847,776995
ECU,1848,789785
ECU,1849,802785
ECU,1850,816000
ECU,1851,824871
ECU,1852,833839
ECU,1853,842904
ECU,1854,852068
ECU,1855,861331
ECU,1856,870695
ECU,1857,880161
ECU,1858,889729
ECU,1859,899402
ECU,1860,909180
ECU,1861,919064
ECU,1862,929056
ECU,1863,939156
ECU,1864,949366
ECU,1865,959687
ECU,1866,970120
ECU,1867,980667
ECU,1868,991328
ECU,1869,1002106
ECU,1870,1013000
ECU,1871,1023985
ECU,1872,1035088
ECU,1873,1046312
ECU,1874,1057658
ECU,1875,1069127
ECU,1876,1080720
ECU,1877,1092439
ECU,1878,1104285
ECU,1879,1116259
ECU,1880,1128363
ECU,1881,1140599
ECU,1882,1152967
ECU,1883,1165469
ECU,1884,1178107
ECU,1885,1190882
ECU,1886,1203795
ECU,1887,1216849
ECU,1888,1230044
ECU,1889,1243382
ECU,1890,1256865
ECU,1891,1270494
ECU,1892,1284270
ECU,1893,1298196
ECU,1894,1312273
ECU,1895,1326503
ECU,1896,1340887
ECU,1897,1355427
ECU,1898,1370125
ECU,1899,1384982
ECU,1900,1400000
ECU,1901,1420000
ECU,1902,1441000
ECU,1903,1462000
ECU,1904,1483000
ECU,1905,1505000
ECU,1906,1527000
ECU,1907,1549000
ECU,1908,1571000
ECU,1909,1594000
ECU,1910,1617000
ECU,1911,1641000
ECU,1912,1665000
ECU,1913,1689000
ECU,1914,1703000
ECU,1915,1717000
ECU,1916,1731000
ECU,1917,1746000
ECU,1918,1760000
ECU,1919,1774000
ECU,1920,1790000
ECU,1921,1805000
ECU,1922,1820000
ECU,1923,1835000
ECU,1924,1850000
ECU,1925,1865000
ECU,1926,1881000
ECU,1927,1896000
ECU,1928,1912000
ECU,1929,1928000
ECU,1930,1944000
ECU,1931,1995000
ECU,1932,2050000
ECU,1933,2095000
ECU,1934,2140000
ECU,1935,2196000
ECU,1936,2249000
ECU,1937,2298000
ECU,1938,2355000
ECU,1939,2412000
ECU,1940,2466000
ECU,1941,2541000
ECU,1942,2575000
ECU,1943,2641000
ECU,1944,2712000
ECU,1945,2781000
ECU,1946,2853000
ECU,1947,2936000
ECU,1948,3017000
ECU,1949,3104000
ECU,1950,3470162
ECU,1951,3561154
ECU,1952,3655012
ECU,1953,3752131
ECU,1954,3852857
ECU,1955,3957482
ECU,1956,4066240
ECU,1957,4179314
ECU,1958,4296835
ECU,1959,4418892
ECU,1960,4545548
ECU,1961,4676858
ECU,1962,4812892
ECU,1963,4953735
ECU,1964,5099470
ECU,1965,5250120
ECU,1966,5405692
ECU,1967,5566057
ECU,1968,5730908
ECU,1969,5899842
ECU,1970,6072520
ECU,1971,6248831
ECU,1972,6428707
ECU,1973,6611916
ECU,1974,6798205
ECU,1975,6987393
ECU,1976,7179399
ECU,1977,7374235
ECU,1978,7571953
ECU,1979,7772652
ECU,1980,7976449
ECU,1981,8183194
ECU,1982,8392935
ECU,1983,8606214
ECU,1984,8823746
ECU,1985,9045977
ECU,1986,9272905
ECU,1987,9504132
ECU,1988,9739179
ECU,1989,9977380
ECU,1990,10218085
ECU,1991,10460988
ECU,1992,10705670
ECU,1993,10951200
ECU,1994,11196476
ECU,1995,11440576
ECU,1996,11683480
ECU,1997,11924991
ECU,1998,12163887
ECU,1999,12398691
ECU,2000,12628596
ECU,2001,12852753
ECU,2002,13072056
ECU,2003,13289600
ECU,2004,13509645
ECU,2005,13735232
ECU,2006,13967490
ECU,2007,14205479
ECU,2008,14447600
ECU,2009,14691310
ECU,2010,14934692
ECU,2011,15177280
ECU,2012,15419493
ECU,2013,15661312
ECU,2014,15902916
ECU,2015,16144363
ECU,2016,16385450
ECU,2017,16625776
ECU,2018,16864977
ECU,2019,17102632
ECU,2020,17338395
ECU,2021,17572037
ECU,2022,17803435
ECU,2023,18032483
ECU,2024,18259125
ECU,2025,18483290
ECU,2026,18704838
ECU,2027,18923630
ECU,2028,19139624
ECU,2029,19352797
ECU,2030,19563109
ECU,2031,19770481
ECU,2032,19974792
ECU,2033,20175900
ECU,2034,20373645
ECU,2035,20567883
ECU,2036,20758525
ECU,2037,20945499
ECU,2038,21128714
ECU,2039,21308082
ECU,2040,21483526
ECU,2041,21654963
ECU,2042,21822338
ECU,2043,21985635
ECU,2044,22144860
ECU,2045,22300005
ECU,2046,22451050
ECU,2047,22597936
ECU,2048,22740557
ECU,2049,22878788
ECU,2050,23012536
ECU,2051,23141748
ECU,2052,23266437
ECU,2053,23386670
ECU,2054,23502556
ECU,2055,23614169
ECU,2056,23721530
ECU,2057,23824606
ECU,2058,23923361
ECU,2059,24017734
ECU,2060,24107686
ECU,2061,24193206
ECU,2062,24274315
ECU,2063,24351042
ECU,2064,24423430
ECU,2065,24491510
ECU,2066,24555324
ECU,2067,24614871
ECU,2068,24670098
ECU,2069,24720927
ECU,2070,24767319
ECU,2071,24809263
ECU,2072,24846837
ECU,2073,24880204
ECU,2074,24909582
ECU,2075,24935139
ECU,2076,24956988
ECU,2077,24975131
ECU,2078,24989497
ECU,2079,24999953
ECU,2080,25006434
ECU,2081,25008975
ECU,2082,25007720
ECU,2083,25002839
ECU,2084,24994554
ECU,2085,24983059
ECU,2086,24968452
ECU,2087,24950818
ECU,2088,24930327
ECU,2089,24907163
ECU,2090,24881482
ECU,2091,24853391
ECU,2092,24822956
ECU,2093,24790216
ECU,2094,24755197
ECU,2095,24717925
ECU,2096,24678430
ECU,2097,24636750
ECU,2098,24592936
